Technology,Phase,Functional Unit,Ecoinvent Database Type,Method Family,Impact Category,Score,Impact Unit
Fuel_MeOH,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,ecotoxicity: freshwater,9310.162260711651,CTUe
Fuel_MeOH,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,"ecotoxicity: freshwater, inorganics",9249.08479435704,CTUe
Fuel_MeOH,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,"ecotoxicity: freshwater, organics",61.07746635461262,CTUe
Fuel_MeOH,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,energy resources: non-renewable,3922.5036575680197,"MJ, net calorific value"
Fuel_MeOH,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,eutrophication: freshwater,0.3869872353155467,kg P-Eq
Fuel_MeOH,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,eutrophication: marine,0.6157986514573752,kg N-Eq
Fuel_MeOH,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,eutrophication: terrestrial,6.855986054201185,mol N-Eq
Fuel_MeOH,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,human toxicity: carcinogenic,6.699455803108923e-07,CTUh
Fuel_MeOH,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,"human toxicity: carcinogenic, inorganics",5.316895543154287e-07,CTUh
Fuel_MeOH,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,"human toxicity: carcinogenic, organics",1.382560259954635e-07,CTUh
Fuel_MeOH,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,human toxicity: non-carcinogenic,3.05473958484036e-05,CTUh
Fuel_MeOH,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,"human toxicity: non-carcinogenic, inorganics",2.9045488576182896e-05,CTUh
Fuel_MeOH,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,"human toxicity: non-carcinogenic, organics",1.5019072722207132e-06,CTUh
Fuel_MeOH,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,ionising radiation: human health,25.321318497064105,kBq U235-Eq
Fuel_MeOH,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,land use,33672.87189363547,dimensionless
Fuel_MeOH,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,material resources: metals/minerals,0.04898346405236238,kg Sb-Eq
Fuel_MeOH,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,ozone depletion,3.0335006908487097e-06,kg CFC-11-Eq
Fuel_MeOH,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,particulate matter formation,3.878622231385587e-05,disease incidence
Fuel_MeOH,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,photochemical oxidant formation: human health,2.1104156575639075,kg NMVOC-Eq
Fuel_MeOH,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,water use,184.75222252147145,m3 world Eq deprived
Fuel_MeOH,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,acidification,0.00024174772909963397,mol H+-Eq
Fuel_MeOH,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,climate change,0.0033556078989353897,kg CO2-Eq
Fuel_MeOH,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,climate change: biogenic,0.00023916273974235124,kg CO2-Eq
Fuel_MeOH,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,climate change: fossil,0.0031127516696800475,kg CO2-Eq
Fuel_MeOH,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,climate change: land use and land use change,3.693489512990653e-06,kg CO2-Eq
Fuel_MeOH,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,ecotoxicity: freshwater,1.009658920922935,CTUe
Fuel_MeOH,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,"ecotoxicity: freshwater, inorganics",0.4062381054166842,CTUe
Fuel_MeOH,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,"ecotoxicity: freshwater, organics",0.6034208155062509,CTUe
Fuel_MeOH,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,energy resources: non-renewable,0.0392577399055303,"MJ, net calorific value"
Fuel_MeOH,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,eutrophication: freshwater,1.9856283228227412e-05,kg P-Eq
Fuel_MeOH,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,eutrophication: marine,0.00017260330412299457,kg N-Eq
Fuel_MeOH,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,eutrophication: terrestrial,0.0009533479392283793,mol N-Eq
Fuel_MeOH,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,human toxicity: carcinogenic,2.8123601036861003e-11,CTUh
Fuel_MeOH,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,"human toxicity: carcinogenic, inorganics",6.490095545136564e-12,CTUh
Fuel_MeOH,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,"human toxicity: carcinogenic, organics",2.1633505491724437e-11,CTUh
Fuel_MeOH,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,human toxicity: non-carcinogenic,6.21725534756166e-10,CTUh
Fuel_MeOH,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,"human toxicity: non-carcinogenic, inorganics",5.342121006164628e-10,CTUh
Fuel_MeOH,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,"human toxicity: non-carcinogenic, organics",8.751343413970338e-11,CTUh
Fuel_MeOH,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,ionising radiation: human health,0.0005931800451521325,kBq U235-Eq
Fuel_MeOH,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,land use,0.034456053286513896,dimensionless
Fuel_MeOH,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,material resources: metals/minerals,1.0135628261395306e-06,kg Sb-Eq
Fuel_MeOH,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,ozone depletion,1.6038810270948093e-10,kg CFC-11-Eq
Fuel_MeOH,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,particulate matter formation,8.335864762494572e-10,disease incidence
Fuel_MeOH,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,photochemical oxidant formation: human health,0.00035940121006136584,kg NMVOC-Eq
Fuel_MeOH,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,water use,0.14541907232607768,m3 world Eq deprived
Fuel_MeOH,Use,kg,ecoinvent-consequential-3.11,EF v3.1,acidification,0.00021234522337858843,mol H+-Eq
Fuel_MeOH,Use,kg,ecoinvent-consequential-3.11,EF v3.1,climate change,0.0020573518077191735,kg CO2-Eq
Fuel_MeOH,Use,kg,ecoinvent-consequential-3.11,EF v3.1,climate change: biogenic,0.0001876110310101839,kg CO2-Eq
Fuel_MeOH,Use,kg,ecoinvent-consequential-3.11,EF v3.1,climate change: fossil,0.0018684661384724556,kg CO2-Eq
Fuel_MeOH,Use,kg,ecoinvent-consequential-3.11,EF v3.1,climate change: land use and land use change,1.274638236533681e-06,kg CO2-Eq
Fuel_MeOH,Use,kg,ecoinvent-consequential-3.11,EF v3.1,ecotoxicity: freshwater,1.2129144466726003,CTUe
Fuel_MeOH,Use,kg,ecoinvent-consequential-3.11,EF v3.1,"ecotoxicity: freshwater, inorganics",0.6100607935455493,CTUe
Fuel_MeOH,Use,kg,ecoinvent-consequential-3.11,EF v3.1,"ecotoxicity: freshwater, organics",0.6028536531270506,CTUe
Fuel_MeOH,Use,kg,ecoinvent-consequential-3.11,EF v3.1,energy resources: non-renewable,0.022053508402846794,"MJ, net calorific value"
Fuel_MeOH,Use,kg,ecoinvent-consequential-3.11,EF v3.1,eutrophication: freshwater,3.4237541972846624e-05,kg P-Eq
Fuel_MeOH,Use,kg,ecoinvent-consequential-3.11,EF v3.1,eutrophication: marine,0.00016719008698087287,kg N-Eq
Fuel_MeOH,Use,kg,ecoinvent-consequential-3.11,EF v3.1,eutrophication: terrestrial,0.0008875850385118419,mol N-Eq
Fuel_MeOH,Use,kg,ecoinvent-consequential-3.11,EF v3.1,human toxicity: carcinogenic,2.8705345580007453e-11,CTUh
Fuel_MeOH,Use,kg,ecoinvent-consequential-3.11,EF v3.1,"human toxicity: carcinogenic, inorganics",7.647158967381241e-12,CTUh
Fuel_MeOH,Use,kg,ecoinvent-consequential-3.11,EF v3.1,"human toxicity: carcinogenic, organics",2.105818661262621e-11,CTUh
Fuel_MeOH,Use,kg,ecoinvent-consequential-3.11,EF v3.1,human toxicity: non-carcinogenic,6.030496342504463e-10,CTUh
Fuel_MeOH,Use,kg,ecoinvent-consequential-3.11,EF v3.1,"human toxicity: non-carcinogenic, inorganics",6.111570549645733e-10,CTUh
Fuel_MeOH,Use,kg,ecoinvent-consequential-3.11,EF v3.1,"human toxicity: non-carcinogenic, organics",-8.107420714126972e-12,CTUh
Fuel_MeOH,Use,kg,ecoinvent-consequential-3.11,EF v3.1,ionising radiation: human health,-3.5808790152767508e-06,kBq U235-Eq
Fuel_MeOH,Use,kg,ecoinvent-consequential-3.11,EF v3.1,land use,-0.05498863922015951,dimensionless
Fuel_MeOH,Use,kg,ecoinvent-consequential-3.11,EF v3.1,material resources: metals/minerals,-3.403181360750667e-06,kg Sb-Eq
Fuel_MeOH,Use,kg,ecoinvent-consequential-3.11,EF v3.1,ozone depletion,1.6781776048436775e-10,kg CFC-11-Eq
Fuel_MeOH,Use,kg,ecoinvent-consequential-3.11,EF v3.1,particulate matter formation,6.233107363242401e-10,disease incidence
Fuel_MeOH,Use,kg,ecoinvent-consequential-3.11,EF v3.1,photochemical oxidant formation: human health,0.00034548834467459585,kg NMVOC-Eq
Fuel_MeOH,Use,kg,ecoinvent-consequential-3.11,EF v3.1,water use,0.14186750188430045,m3 world Eq deprived
Fuel_MeOH,Use,kg,ecoinvent-apos-3.11,EF v3.1,acidification,0.00024219141016706448,mol H+-Eq
Fuel_MeOH,Use,kg,ecoinvent-apos-3.11,EF v3.1,climate change,0.00359721458709511,kg CO2-Eq
Fuel_MeOH,Use,kg,ecoinvent-apos-3.11,EF v3.1,climate change: biogenic,0.00023637125246431744,kg CO2-Eq
Fuel_MeOH,Use,kg,ecoinvent-apos-3.11,EF v3.1,climate change: fossil,0.003356435568308544,kg CO2-Eq
Fuel_MeOH,Use,kg,ecoinvent-apos-3.11,EF v3.1,climate change: land use and land use change,4.40776632224878e-06,kg CO2-Eq
Fuel_MeOH,Use,kg,ecoinvent-apos-3.11,EF v3.1,ecotoxicity: freshwater,0.9987969037230945,CTUe
Fuel_MeOH,Use,kg,ecoinvent-apos-3.11,EF v3.1,"ecotoxicity: freshwater, inorganics",0.39478977423987127,CTUe
Fuel_MeOH,Use,kg,ecoinvent-apos-3.11,EF v3.1,"ecotoxicity: freshwater, organics",0.6040071294832233,CTUe
Fuel_MeOH,Use,kg,ecoinvent-apos-3.11,EF v3.1,energy resources: non-renewable,0.04080803046269628,"MJ, net calorific value"
Fuel_MeOH,Use,kg,ecoinvent-apos-3.11,EF v3.1,eutrophication: freshwater,2.00861040901218e-05,kg P-Eq
Fuel_MeOH,Use,kg,ecoinvent-apos-3.11,EF v3.1,eutrophication: marine,0.0001729419376726037,kg N-Eq
Fuel_MeOH,Use,kg,ecoinvent-apos-3.11,EF v3.1,eutrophication: terrestrial,0.0009564143285035545,mol N-Eq
Fuel_MeOH,Use,kg,ecoinvent-apos-3.11,EF v3.1,human toxicity: carcinogenic,2.8374712088758768e-11,CTUh
Fuel_MeOH,Use,kg,ecoinvent-apos-3.11,EF v3.1,"human toxicity: carcinogenic, inorganics",6.555396172597142e-12,CTUh
Fuel_MeOH,Use,kg,ecoinvent-apos-3.11,EF v3.1,"human toxicity: carcinogenic, organics",2.1819315916161627e-11,CTUh
Fuel_MeOH,Use,kg,ecoinvent-apos-3.11,EF v3.1,human toxicity: non-carcinogenic,6.22009443635588e-10,CTUh
Fuel_MeOH,Use,kg,ecoinvent-apos-3.11,EF v3.1,"human toxicity: non-carcinogenic, inorganics",5.348984642800361e-10,CTUh
Fuel_MeOH,Use,kg,ecoinvent-apos-3.11,EF v3.1,"human toxicity: non-carcinogenic, organics",8.711097935555198e-11,CTUh
Fuel_MeOH,Use,kg,ecoinvent-apos-3.11,EF v3.1,ionising radiation: human health,0.0005962739864717684,kBq U235-Eq
Fuel_MeOH,Use,kg,ecoinvent-apos-3.11,EF v3.1,land use,0.03856123503709311,dimensionless
Fuel_MeOH,Use,kg,ecoinvent-apos-3.11,EF v3.1,material resources: metals/minerals,1.0242402459617238e-06,kg Sb-Eq
Fuel_MeOH,Use,kg,ecoinvent-apos-3.11,EF v3.1,ozone depletion,1.2618683865236398e-10,kg CFC-11-Eq
Fuel_MeOH,Use,kg,ecoinvent-apos-3.11,EF v3.1,particulate matter formation,8.457486394024643e-10,disease incidence
Fuel_MeOH,Use,kg,ecoinvent-apos-3.11,EF v3.1,photochemical oxidant formation: human health,0.0003604390890573335,kg NMVOC-Eq
Fuel_MeOH,Use,kg,ecoinvent-apos-3.11,EF v3.1,water use,0.14531444323124448,m3 world Eq deprived
Fuel_NH3,Infra,kg/hr,ecoinvent-cutoff-3.11,EF v3.1,acidification,4.439653877049452,mol H+-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-cutoff-3.11,EF v3.1,climate change,341.96351641207093,kg CO2-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-cutoff-3.11,EF v3.1,climate change: biogenic,0.517987309643528,kg CO2-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-cutoff-3.11,EF v3.1,climate change: fossil,341.01310532005596,kg CO2-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-cutoff-3.11,EF v3.1,climate change: land use and land use change,0.4324237823714445,kg CO2-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-cutoff-3.11,EF v3.1,ecotoxicity: freshwater,9279.57373928723,CTUe
Fuel_NH3,Infra,kg/hr,ecoinvent-cutoff-3.11,EF v3.1,"ecotoxicity: freshwater, inorganics",9241.44732625386,CTUe
Fuel_NH3,Infra,kg/hr,ecoinvent-cutoff-3.11,EF v3.1,"ecotoxicity: freshwater, organics",38.12641303336958,CTUe
Fuel_NH3,Infra,kg/hr,ecoinvent-cutoff-3.11,EF v3.1,energy resources: non-renewable,4098.485486095141,"MJ, net calorific value"
Fuel_NH3,Infra,kg/hr,ecoinvent-cutoff-3.11,EF v3.1,eutrophication: freshwater,0.37824444392180306,kg P-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-cutoff-3.11,EF v3.1,eutrophication: marine,0.5979015182939381,kg N-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-cutoff-3.11,EF v3.1,eutrophication: terrestrial,6.6739895996291505,mol N-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-cutoff-3.11,EF v3.1,human toxicity: carcinogenic,6.696381691920113e-07,CTUh
Fuel_NH3,Infra,kg/hr,ecoinvent-cutoff-3.11,EF v3.1,"human toxicity: carcinogenic, inorganics",5.270392210155692e-07,CTUh
Fuel_NH3,Infra,kg/hr,ecoinvent-cutoff-3.11,EF v3.1,"human toxicity: carcinogenic, organics",1.4259894817644222e-07,CTUh
Fuel_NH3,Infra,kg/hr,ecoinvent-cutoff-3.11,EF v3.1,human toxicity: non-carcinogenic,3.0381646290753258e-05,CTUh
Fuel_NH3,Infra,kg/hr,ecoinvent-cutoff-3.11,EF v3.1,"human toxicity: non-carcinogenic, inorganics",2.8858676840327838e-05,CTUh
Fuel_NH3,Infra,kg/hr,ecoinvent-cutoff-3.11,EF v3.1,"human toxicity: non-carcinogenic, organics",1.5229694504254217e-06,CTUh
Fuel_NH3,Infra,kg/hr,ecoinvent-cutoff-3.11,EF v3.1,ionising radiation: human health,24.531348951172756,kBq U235-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-cutoff-3.11,EF v3.1,land use,33476.80050597914,dimensionless
Fuel_NH3,Infra,kg/hr,ecoinvent-cutoff-3.11,EF v3.1,material resources: metals/minerals,0.048523208447582025,kg Sb-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-cutoff-3.11,EF v3.1,ozone depletion,2.7069759933310994e-06,kg CFC-11-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-cutoff-3.11,EF v3.1,particulate matter formation,3.890320952299826e-05,disease incidence
Fuel_NH3,Infra,kg/hr,ecoinvent-cutoff-3.11,EF v3.1,photochemical oxidant formation: human health,2.056014762754489,kg NMVOC-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-cutoff-3.11,EF v3.1,water use,179.406624216415,m3 world Eq deprived
Fuel_NH3,Infra,kg/hr,ecoinvent-consequential-3.11,EF v3.1,acidification,4.720896590751395,mol H+-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-consequential-3.11,EF v3.1,climate change,464.64074487292237,kg CO2-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-consequential-3.11,EF v3.1,climate change: biogenic,0.33748240536720586,kg CO2-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-consequential-3.11,EF v3.1,climate change: fossil,464.12847954112783,kg CO2-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-consequential-3.11,EF v3.1,climate change: land use and land use change,0.1747829264274372,kg CO2-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-consequential-3.11,EF v3.1,ecotoxicity: freshwater,11320.752999423528,CTUe
Fuel_NH3,Infra,kg/hr,ecoinvent-consequential-3.11,EF v3.1,"ecotoxicity: freshwater, inorganics",11285.87145775363,CTUe
Fuel_NH3,Infra,kg/hr,ecoinvent-consequential-3.11,EF v3.1,"ecotoxicity: freshwater, organics",34.88154166989973,CTUe
Fuel_NH3,Infra,kg/hr,ecoinvent-consequential-3.11,EF v3.1,energy resources: non-renewable,4743.623284187328,"MJ, net calorific value"
Fuel_NH3,Infra,kg/hr,ecoinvent-consequential-3.11,EF v3.1,eutrophication: freshwater,0.42993526768323714,kg P-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-consequential-3.11,EF v3.1,eutrophication: marine,0.6878352239918248,kg N-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-consequential-3.11,EF v3.1,eutrophication: terrestrial,7.949237450184935,mol N-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-consequential-3.11,EF v3.1,human toxicity: carcinogenic,8.593407280664097e-07,CTUh
Fuel_NH3,Infra,kg/hr,ecoinvent-consequential-3.11,EF v3.1,"human toxicity: carcinogenic, inorganics",6.119140155831182e-07,CTUh
Fuel_NH3,Infra,kg/hr,ecoinvent-consequential-3.11,EF v3.1,"human toxicity: carcinogenic, organics",2.4742671248329156e-07,CTUh
Fuel_NH3,Infra,kg/hr,ecoinvent-consequential-3.11,EF v3.1,human toxicity: non-carcinogenic,3.763335675843756e-05,CTUh
Fuel_NH3,Infra,kg/hr,ecoinvent-consequential-3.11,EF v3.1,"human toxicity: non-carcinogenic, inorganics",3.494937738183984e-05,CTUh
Fuel_NH3,Infra,kg/hr,ecoinvent-consequential-3.11,EF v3.1,"human toxicity: non-carcinogenic, organics",2.683979376597718e-06,CTUh
Fuel_NH3,Infra,kg/hr,ecoinvent-consequential-3.11,EF v3.1,ionising radiation: human health,-2.5271192935682496,kBq U235-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-consequential-3.11,EF v3.1,land use,35556.3236797503,dimensionless
Fuel_NH3,Infra,kg/hr,ecoinvent-consequential-3.11,EF v3.1,material resources: metals/minerals,0.08825997378588801,kg Sb-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-consequential-3.11,EF v3.1,ozone depletion,3.7553165960879897e-06,kg CFC-11-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-consequential-3.11,EF v3.1,particulate matter formation,3.721015622967009e-05,disease incidence
Fuel_NH3,Infra,kg/hr,ecoinvent-consequential-3.11,EF v3.1,photochemical oxidant formation: human health,2.4178997579439727,kg NMVOC-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-consequential-3.11,EF v3.1,water use,76.78930490312172,m3 world Eq deprived
Fuel_NH3,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,acidification,4.500101804612152,mol H+-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,climate change,371.1536192257248,kg CO2-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,climate change: biogenic,0.8916508918148773,kg CO2-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,climate change: fossil,369.8050754012939,kg CO2-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,climate change: land use and land use change,0.4568929326159809,kg CO2-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,ecotoxicity: freshwater,9310.162260711651,CTUe
Fuel_NH3,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,"ecotoxicity: freshwater, inorganics",9249.08479435704,CTUe
Fuel_NH3,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,"ecotoxicity: freshwater, organics",61.07746635461262,CTUe
Fuel_NH3,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,energy resources: non-renewable,3922.5036575680197,"MJ, net calorific value"
Fuel_NH3,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,eutrophication: freshwater,0.3869872353155467,kg P-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,eutrophication: marine,0.6157986514573752,kg N-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,eutrophication: terrestrial,6.855986054201185,mol N-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,human toxicity: carcinogenic,6.699455803108923e-07,CTUh
Fuel_NH3,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,"human toxicity: carcinogenic, inorganics",5.316895543154287e-07,CTUh
Fuel_NH3,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,"human toxicity: carcinogenic, organics",1.382560259954635e-07,CTUh
Fuel_NH3,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,human toxicity: non-carcinogenic,3.05473958484036e-05,CTUh
Fuel_NH3,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,"human toxicity: non-carcinogenic, inorganics",2.9045488576182896e-05,CTUh
Fuel_NH3,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,"human toxicity: non-carcinogenic, organics",1.5019072722207132e-06,CTUh
Fuel_NH3,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,ionising radiation: human health,25.321318497064105,kBq U235-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,land use,33672.87189363547,dimensionless
Fuel_NH3,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,material resources: metals/minerals,0.04898346405236238,kg Sb-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,ozone depletion,3.0335006908487097e-06,kg CFC-11-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,particulate matter formation,3.878622231385587e-05,disease incidence
Fuel_NH3,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,photochemical oxidant formation: human health,2.1104156575639075,kg NMVOC-Eq
Fuel_NH3,Infra,kg/hr,ecoinvent-apos-3.11,EF v3.1,water use,184.75222252147145,m3 world Eq deprived
Fuel_NH3,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,acidification,0.001012062565658577,mol H+-Eq
Fuel_NH3,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,climate change,1.4115050015875374,kg CO2-Eq
Fuel_NH3,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,climate change: biogenic,5.834429852664698e-05,kg CO2-Eq
Fuel_NH3,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,climate change: fossil,1.4114293455325417,kg CO2-Eq
Fuel_NH3,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,climate change: land use and land use change,1.7311756468972912e-05,kg CO2-Eq
Fuel_NH3,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,ecotoxicity: freshwater,0.11867832084288167,CTUe
Fuel_NH3,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,"ecotoxicity: freshwater, inorganics",0.11806658891362617,CTUe
Fuel_NH3,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,"ecotoxicity: freshwater, organics",0.0006117319292555039,CTUe
Fuel_NH3,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,energy resources: non-renewable,0.08895200904182612,"MJ, net calorific value"
Fuel_NH3,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,eutrophication: freshwater,5.0134207104254436e-06,kg P-Eq
Fuel_NH3,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,eutrophication: marine,0.0002764055339971869,kg N-Eq
Fuel_NH3,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,eutrophication: terrestrial,0.0030177232263384193,mol N-Eq
Fuel_NH3,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,human toxicity: carcinogenic,1.2812881498361979e-11,CTUh
Fuel_NH3,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,"human toxicity: carcinogenic, inorganics",1.1875159163273511e-11,CTUh
Fuel_NH3,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,"human toxicity: carcinogenic, organics",9.377223350884714e-13,CTUh
Fuel_NH3,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,human toxicity: non-carcinogenic,1.6475535132229892e-10,CTUh
Fuel_NH3,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,"human toxicity: non-carcinogenic, inorganics",1.5731134286447406e-10,CTUh
Fuel_NH3,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,"human toxicity: non-carcinogenic, organics",7.444008457824845e-12,CTUh
Fuel_NH3,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,ionising radiation: human health,0.0013315185983753144,kBq U235-Eq
Fuel_NH3,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,land use,0.04232145056517357,dimensionless
Fuel_NH3,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,material resources: metals/minerals,6.912885648699831e-07,kg Sb-Eq
Fuel_NH3,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,ozone depletion,8.446472776650546e-11,kg CFC-11-Eq
Fuel_NH3,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,particulate matter formation,2.0120277406739847e-09,disease incidence
Fuel_NH3,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,photochemical oxidant formation: human health,0.0007515525364113844,kg NMVOC-Eq
Fuel_NH3,Use,kg,ecoinvent-cutoff-3.11,EF v3.1,water use,2.306130252031586,m3 world Eq deprived
Fuel_NH3,Use,kg,ecoinvent-consequential-3.11,EF v3.1,acidification,0.0002974227994287815,mol H+-Eq
Fuel_NH3,Use,kg,ecoinvent-consequential-3.11,EF v3.1,climate change,1.2789033187820473,kg CO2-Eq
Fuel_NH3,Use,kg,ecoinvent-consequential-3.11,EF v3.1,climate change: biogenic,3.01151582979118e-05,kg CO2-Eq
Fuel_NH3,Use,kg,ecoinvent-consequential-3.11,EF v3.1,climate change: fossil,1.278881493218096,kg CO2-Eq
Fuel_NH3,Use,kg,ecoinvent-consequential-3.11,EF v3.1,climate change: land use and land use change,-8.289594346121948e-06,kg CO2-Eq
Fuel_NH3,Use,kg,ecoinvent-consequential-3.11,EF v3.1,ecotoxicity: freshwater,-0.2708014117476351,CTUe
Fuel_NH3,Use,kg,ecoinvent-consequential-3.11,EF v3.1,"ecotoxicity: freshwater, inorganics",-0.26588698268979283,CTUe
Fuel_NH3,Use,kg,ecoinvent-consequential-3.11,EF v3.1,"ecotoxicity: freshwater, organics",-0.004914429057842343,CTUe
