Informations,Time,CO2 PS,MeOH,H2O wwtp,H2_from_AEC,H2_pipeline_to_MeOHCCU_plant,Heat_import,Heat_export,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_fixed,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Power_to_the_grid,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Electricity consumption
 ,3297,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.6055405953739,0.0,3218.7328656026666,-0.0,252262.68358356538,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,15481.22985437599,-0.0,0.0,21419.057043980905,0.0,186690.7138043756,246324.8563939605
 ,3298,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.6055405953739,0.0,3499.3384061980405,-0.0,270591.52101411123,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,11266.172314192947,-0.0,0.0,34860.75217765978,0.0,221551.46598203538,246996.94115064444
 ,3299,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.6055405953739,0.0,3779.9439467934144,-0.0,280720.6153836234,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10433.568355638272,-0.0,0.0,43714.55256904785,0.0,265266.0185510832,247439.63117021383
 ,3300,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.6055405953739,0.0,4060.5494873887883,-0.0,288438.02061753743,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8221.964090727419,-0.0,0.0,48958.17253952707,0.0,314224.1910906103,247701.81216873782
 ,3301,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.6055405953739,0.0,4341.155027984162,-0.0,293261.3988887337,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,45721.4241399736,0.0,359945.6152305839,247539.97474876014
 ,3302,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.6055405953739,0.0,4621.760568579536,-0.0,309178.54718368145,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,60880.61299230479,0.0,420826.22822288866,248297.9341913767
 ,3303,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.6055405953739,0.0,4902.36610917491,-0.0,322684.00634303107,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,73742.95504882823,0.0,494569.1832717169,248941.05129420286
 ,3304,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.6055405953739,0.0,5182.971649770284,-0.0,314484.26328199735,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,65933.67594308183,0.0,560502.8592147987,248550.58733891553
 ,3305,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.6055405953739,0.0,5463.577190365658,-0.0,292296.72323449445,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,44802.6854216505,0.0,605305.5446364492,247494.03781284398
 ,3306,31766.93453357302,21758.174338063713,50564.259437779096,4399.090571086781,4325.680782915251,0.0,46266.65249543816,34928.779134429045,73.40978817153014,0.0,5536.9869785371875,-0.0,234898.52180725874,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,605305.5446364492,234898.52180725877
 ,3307,31766.93453357302,21758.174338063713,49720.46876914081,4325.68078291525,4325.680782915251,0.0,45741.47887085903,34345.90541634709,0.0,0.0,5536.9869785371875,-0.0,155312.78033252017,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,79912.43481989371,525393.1098165555,235225.21515241388
 ,3308,29074.333552661203,19913.92709086384,45506.10610101195,3959.0312307880395,3959.0312307880395,0.0,41864.37984684505,31434.707972457036,0.0,0.0,5536.9869785371875,-0.0,46786.7692306039,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,173519.52067510408,351873.5891414514,220306.289905708
 ,3309,6353.386906714604,4351.634867612743,5294.581981046695,460.62863235106244,865.1361565830503,0.0,6254.448945816166,3657.3913408674357,0.0,404.5075242319878,5132.479454305199,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3122.264844580032,-0.0,0.0,0.0,24512.753995433835,327360.83514601755,27635.018840013865
 ,3310,6353.386906714604,4351.634867612743,5294.581981046695,460.62863235106244,865.1361565830503,0.0,6254.448945816166,3657.3913408674357,0.0,404.5075242319878,4727.971930073211,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6036.378699521394,-0.0,0.0,0.0,21445.265727074504,305915.569418943,27481.6444265959
 ,3311,6353.386906714604,4351.634867612743,5294.581981046695,460.62863235106244,865.1361565830503,0.0,6254.448945816166,3657.3913408674357,0.0,404.5075242319878,4323.464405841223,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,754.5473374401743,-0.0,0.0,0.0,27005.088213475792,278910.48120546725,27759.635550915962
 ,3312,6353.386906714604,4351.634867612743,5294.581981046695,460.62863235106244,865.1361565830503,0.0,6254.448945816166,3657.3913408674357,0.0,404.5075242319878,3918.9568816092356,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1587.1512959948495,-0.0,0.0,0.0,26128.662993944556,252781.8182115227,27715.8142899394
 ,3313,6353.386906714604,4351.634867612743,5294.581981046695,460.62863235106244,865.1361565830503,0.0,6254.448945816166,3657.3913408674357,0.0,404.5075242319878,3514.449357377248,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6166.473068045562,-0.0,0.0,0.0,21308.32428652275,231473.49392499996,27474.797354568313
 ,3314,6353.386906714604,4351.634867612743,5294.581981046695,460.62863235106244,865.1361565830503,0.0,6254.448945816166,3657.3913408674357,0.0,404.5075242319878,3109.9418331452603,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10225.417365999605,-0.0,0.0,0.0,17035.75134130797,214437.742583692,27261.168707307574
 ,3315,6353.386906714604,4351.634867612743,5294.581981046695,460.62863235106244,865.1361565830503,0.0,6254.448945816166,3657.3913408674357,0.0,404.5075242319878,2705.4343089132726,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5542.020099129556,-0.0,0.0,0.0,21965.643201171177,192472.0993825208,27507.663300300734
 ,3316,6353.386906714604,4351.634867612743,5294.581981046695,460.62863235106244,865.1361565830503,0.0,6254.448945816166,3657.3913408674357,0.0,404.5075242319878,2300.926784681288,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,27799.348568675974,164672.75081384482,27799.348568675974
 ,3317,8415.635869924663,5764.134157482646,13171.852008598169,1145.9511247480407,1145.951124748041,0.0,12117.745573535682,9098.851930499444,0.0,-0.0,2300.926784681288,-0.0,61256.904044192735,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-3.956601128600979e-12,164672.75081384482,61256.904044192735
 ,3318,24915.58336292656,17065.468056799014,38996.979175062304,3392.73718823042,3392.73718823042,0.0,35876.16012322376,26938.333274549535,0.0,-0.0,2300.926784681288,-0.0,181359.0229969801,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-8.780812334551134e-12,164672.75081384482,181359.0229969801
 ,3319,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,2581.532325276661,-0.0,271073.85884123086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25819.95529946944,-0.0,0.0,164672.75081384482,245253.90354176145
 ,3320,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,2862.137865872034,-0.0,339565.830292218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94311.9267504566,0.0,0.0,164672.75081384482,245253.90354176145
 ,3321,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,3142.743406467407,-0.0,368988.4377465153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123734.5342047539,-0.0,0.0,164672.75081384482,245253.90354176145
 ,3322,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,3423.34894706278,-0.0,389728.96431265934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,676.4907163256735,0.0,145151.5514872236,0.0,0.0,164672.75081384482,245253.90354176145
 ,3323,31766.93453357302,21758.174338063713,52945.81981046695,4606.286323510624,4325.680782915251,0.0,47748.93090827833,36573.91340867436,280.605540595373,0.0,3703.954487658153,-0.0,397446.3695465733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152192.4660048119,-0.0,0.0,164672.75081384482,245253.90354176145
